user,include,item list,len,without constraint
317,1093,[],0,"['740', '647', '983', '3174', '1602', '1711', '1740', '3102', '4270', '3715', '284', '2599', '3335', '4926', '4642', '719', '58', '397', '3424', '2499', '107', '1437', '1611', '505', '3011', '1888', '42', '50', '2970', '2536']"
318,5825,[],0,"['2352', '630', '4880', '2639', '2444', '4642', '3977', '1475', '741', '945', '1087', '3145', '3600', '647', '3497', '3557', '1178', '3189', '4573', '3700', '72', '98', '4118', '804', '453', '4257', '2996', '648', '1552', '2549']"
318,3484,[],0,"['2352', '630', '4880', '2639', '2444', '4642', '3977', '1475', '741', '945', '1087', '3145', '3600', '647', '3497', '3557', '1178', '3189', '4573', '3700', '72', '98', '4118', '804', '453', '4257', '2996', '648', '1552', '2549']"
318,1124,[],0,"['2352', '630', '4880', '2639', '2444', '4642', '3977', '1475', '741', '945', '1087', '3145', '3600', '647', '3497', '3557', '1178', '3189', '4573', '3700', '72', '98', '4118', '804', '453', '4257', '2996', '648', '1552', '2549']"
319,5648,[145],1,"['647', '2949', '4382', '1740', '2639', '98', '276', '4573', '2178', '1517', '145', '4098', '112', '56', '72', '4149', '4556', '2987', '1176', '1369', '4400', '4782', '3829', '14', '2536', '4894', '2002', '2543', '1199', '1074']"
319,3184,"[4382, 2536]",2,"['647', '2949', '4382', '1740', '2639', '98', '276', '4573', '2178', '1517', '145', '4098', '112', '56', '72', '4149', '4556', '2987', '1176', '1369', '4400', '4782', '3829', '14', '2536', '4894', '2002', '2543', '1199', '1074']"
319,2816,[2536],1,"['647', '2949', '4382', '1740', '2639', '98', '276', '4573', '2178', '1517', '145', '4098', '112', '56', '72', '4149', '4556', '2987', '1176', '1369', '4400', '4782', '3829', '14', '2536', '4894', '2002', '2543', '1199', '1074']"
320,2131,[],0,"['484', '4003', '4683', '4349', '4005', '679', '2848', '2349', '69', '648', '4876', '2949', '983', '2274', '4639', '3582', '145', '2422', '1464', '677', '268', '1485', '3459', '2204', '1200', '786', '2782', '4656', '4568', '2217']"
320,4863,"[4005, 2349, 145]",3,"['484', '4003', '4683', '4349', '4005', '679', '2848', '2349', '69', '648', '4876', '2949', '983', '2274', '4639', '3582', '145', '2422', '1464', '677', '268', '1485', '3459', '2204', '1200', '786', '2782', '4656', '4568', '2217']"
320,3484,[],0,"['484', '4003', '4683', '4349', '4005', '679', '2848', '2349', '69', '648', '4876', '2949', '983', '2274', '4639', '3582', '145', '2422', '1464', '677', '268', '1485', '3459', '2204', '1200', '786', '2782', '4656', '4568', '2217']"
321,6270,"[4783, 647, 983, 2549, 2848, 257, 2220, 4932, 3732, 1734]",10,"['3823', '4783', '740', '4091', '812', '4827', '647', '3551', '983', '3813', '1646', '767', '648', '4782', '2549', '2848', '1601', '679', '257', '2220', '4894', '4932', '88', '2166', '3732', '2458', '1288', '1734', '2820', '3217']"
321,6906,"[4783, 647, 257, 2220, 2820]",5,"['3823', '4783', '740', '4091', '812', '4827', '647', '3551', '983', '3813', '1646', '767', '648', '4782', '2549', '2848', '1601', '679', '257', '2220', '4894', '4932', '88', '2166', '3732', '2458', '1288', '1734', '2820', '3217']"
321,3355,[],0,"['3823', '4783', '740', '4091', '812', '4827', '647', '3551', '983', '3813', '1646', '767', '648', '4782', '2549', '2848', '1601', '679', '257', '2220', '4894', '4932', '88', '2166', '3732', '2458', '1288', '1734', '2820', '3217']"
322,2683,"[453, 990, 4194]",3,"['4573', '507', '3989', '453', '72', '4894', '990', '4913', '648', '828', '2050', '1605', '4683', '708', '4338', '217', '2296', '1683', '1711', '4113', '1854', '4522', '2499', '3667', '4760', '4194', '3888', '1611', '1460', '2468']"
322,6276,"[2050, 4683]",2,"['4573', '507', '3989', '453', '72', '4894', '990', '4913', '648', '828', '2050', '1605', '4683', '708', '4338', '217', '2296', '1683', '1711', '4113', '1854', '4522', '2499', '3667', '4760', '4194', '3888', '1611', '1460', '2468']"
322,5010,"[453, 72, 2050, 4338, 217, 2296, 4522]",7,"['4573', '507', '3989', '453', '72', '4894', '990', '4913', '648', '828', '2050', '1605', '4683', '708', '4338', '217', '2296', '1683', '1711', '4113', '1854', '4522', '2499', '3667', '4760', '4194', '3888', '1611', '1460', '2468']"
323,1388,[],0,"['2280', '3261', '1921', '1751', '2105', '2773', '3732', '4918', '1287', '483', '2356', '3820', '413', '4239', '4683', '2392', '1089', '4961', '1539', '2251', '2377', '4640', '1733', '2342', '2448', '1088', '4936', '1522', '2549', '1535']"
323,3184,[1522],1,"['2280', '3261', '1921', '1751', '2105', '2773', '3732', '4918', '1287', '483', '2356', '3820', '413', '4239', '4683', '2392', '1089', '4961', '1539', '2251', '2377', '4640', '1733', '2342', '2448', '1088', '4936', '1522', '2549', '1535']"
323,1833,[],0,"['2280', '3261', '1921', '1751', '2105', '2773', '3732', '4918', '1287', '483', '2356', '3820', '413', '4239', '4683', '2392', '1089', '4961', '1539', '2251', '2377', '4640', '1733', '2342', '2448', '1088', '4936', '1522', '2549', '1535']"
324,5319,[4143],1,"['4091', '983', '4642', '361', '998', '4396', '2377', '2224', '4143', '10', '145', '3571', '2536', '2155', '3001', '4783', '3335', '217', '4545', '882', '1324', '1317', '754', '960', '2179', '1728', '2639', '1143', '116', '2911']"
324,4308,"[983, 2377]",2,"['4091', '983', '4642', '361', '998', '4396', '2377', '2224', '4143', '10', '145', '3571', '2536', '2155', '3001', '4783', '3335', '217', '4545', '882', '1324', '1317', '754', '960', '2179', '1728', '2639', '1143', '116', '2911']"
324,6270,"[983, 4642, 998, 4396, 2224, 4143, 3571, 4783, 3335, 217]",10,"['4091', '983', '4642', '361', '998', '4396', '2377', '2224', '4143', '10', '145', '3571', '2536', '2155', '3001', '4783', '3335', '217', '4545', '882', '1324', '1317', '754', '960', '2179', '1728', '2639', '1143', '116', '2911']"
325,5915,[2179],1,"['647', '3335', '2639', '4477', '361', '3459', '990', '1178', '2251', '845', '4839', '4044', '1509', '532', '3685', '1952', '1523', '193', '716', '4270', '3715', '2294', '2179', '2573', '3580', '1475', '465', '99', '2504', '2978']"
325,393,"[4270, 99]",2,"['647', '3335', '2639', '4477', '361', '3459', '990', '1178', '2251', '845', '4839', '4044', '1509', '532', '3685', '1952', '1523', '193', '716', '4270', '3715', '2294', '2179', '2573', '3580', '1475', '465', '99', '2504', '2978']"
325,1388,[],0,"['647', '3335', '2639', '4477', '361', '3459', '990', '1178', '2251', '845', '4839', '4044', '1509', '532', '3685', '1952', '1523', '193', '716', '4270', '3715', '2294', '2179', '2573', '3580', '1475', '465', '99', '2504', '2978']"
326,2131,[],0,"['4446', '3823', '740', '647', '1252', '1984', '1646', '786', '648', '4945', '2549', '1357', '193', '1755', '2820', '1057', '8', '708', '125', '2949', '1306', '4880', '2608', '3073', '3710', '839', '4675', '3763', '4836', '548']"
326,5695,[],0,"['4446', '3823', '740', '647', '1252', '1984', '1646', '786', '648', '4945', '2549', '1357', '193', '1755', '2820', '1057', '8', '708', '125', '2949', '1306', '4880', '2608', '3073', '3710', '839', '4675', '3763', '4836', '548']"
326,6324,[1755],1,"['4446', '3823', '740', '647', '1252', '1984', '1646', '786', '648', '4945', '2549', '1357', '193', '1755', '2820', '1057', '8', '708', '125', '2949', '1306', '4880', '2608', '3073', '3710', '839', '4675', '3763', '4836', '548']"
327,6696,[1252],1,"['1252', '1464', '2139', '4270', '2549', '4683', '4195', '2608', '1711', '2086', '127', '837', '276', '740', '4501', '3282', '4961', '708', '2988', '2375', '2280', '1684', '1951', '4446', '4005', '4836', '3335', '1921', '484', '4373']"
327,5966,"[2608, 276]",2,"['1252', '1464', '2139', '4270', '2549', '4683', '4195', '2608', '1711', '2086', '127', '837', '276', '740', '4501', '3282', '4961', '708', '2988', '2375', '2280', '1684', '1951', '4446', '4005', '4836', '3335', '1921', '484', '4373']"
327,6654,[4683],1,"['1252', '1464', '2139', '4270', '2549', '4683', '4195', '2608', '1711', '2086', '127', '837', '276', '740', '4501', '3282', '4961', '708', '2988', '2375', '2280', '1684', '1951', '4446', '4005', '4836', '3335', '1921', '484', '4373']"
328,5915,"[4432, 3432]",2,"['740', '2', '3551', '1646', '2549', '2848', '2220', '4493', '2820', '555', '4432', '3885', '1711', '2739', '181', '2280', '586', '3189', '4738', '2274', '4831', '3432', '4352', '3409', '4573', '4344', '1394', '1748', '2474', '3142']"
328,3184,"[2848, 3885, 3189, 4352]",4,"['740', '2', '3551', '1646', '2549', '2848', '2220', '4493', '2820', '555', '4432', '3885', '1711', '2739', '181', '2280', '586', '3189', '4738', '2274', '4831', '3432', '4352', '3409', '4573', '4344', '1394', '1748', '2474', '3142']"
328,7470,"[3551, 2474]",2,"['740', '2', '3551', '1646', '2549', '2848', '2220', '4493', '2820', '555', '4432', '3885', '1711', '2739', '181', '2280', '586', '3189', '4738', '2274', '4831', '3432', '4352', '3409', '4573', '4344', '1394', '1748', '2474', '3142']"
329,335,[],0,"['740', '617', '1611', '3459', '4270', '3509', '828', '4642', '1740', '2501', '2949', '4690', '3888', '4651', '648', '1550', '772', '2430', '145', '1704', '2', '4561', '3962', '3352', '3041', '4091', '3442', '4738', '284', '2663']"
329,5168,[2501],1,"['740', '617', '1611', '3459', '4270', '3509', '828', '4642', '1740', '2501', '2949', '4690', '3888', '4651', '648', '1550', '772', '2430', '145', '1704', '2', '4561', '3962', '3352', '3041', '4091', '3442', '4738', '284', '2663']"
329,1168,"[3459, 3888, 145, 2]",4,"['740', '617', '1611', '3459', '4270', '3509', '828', '4642', '1740', '2501', '2949', '4690', '3888', '4651', '648', '1550', '772', '2430', '145', '1704', '2', '4561', '3962', '3352', '3041', '4091', '3442', '4738', '284', '2663']"
330,4836,[],0,"['1667', '205', '1522', '4366', '621', '4698', '112', '89', '989', '145', '852', '4535', '1601', '1752', '186', '484', '2937', '1485', '193', '204', '2160', '4245', '2549', '648', '609', '4675', '1071', '4683', '1129', '2355']"
330,5825,[],0,"['1667', '205', '1522', '4366', '621', '4698', '112', '89', '989', '145', '852', '4535', '1601', '1752', '186', '484', '2937', '1485', '193', '204', '2160', '4245', '2549', '648', '609', '4675', '1071', '4683', '1129', '2355']"
330,3203,"[1667, 484, 2937, 1129]",4,"['1667', '205', '1522', '4366', '621', '4698', '112', '89', '989', '145', '852', '4535', '1601', '1752', '186', '484', '2937', '1485', '193', '204', '2160', '4245', '2549', '648', '609', '4675', '1071', '4683', '1129', '2355']"
331,7258,"[505, 740, 2377]",3,"['3078', '1240', '3115', '505', '1244', '3018', '2280', '740', '4091', '1921', '4206', '4910', '2937', '1076', '2902', '453', '2798', '1601', '4783', '3314', '2377', '2155', '2291', '4639', '115', '1550', '831', '2017', '827', '3444']"
331,1168,"[505, 4206]",2,"['3078', '1240', '3115', '505', '1244', '3018', '2280', '740', '4091', '1921', '4206', '4910', '2937', '1076', '2902', '453', '2798', '1601', '4783', '3314', '2377', '2155', '2291', '4639', '115', '1550', '831', '2017', '827', '3444']"
331,6696,"[1240, 4091, 1601, 2155]",4,"['3078', '1240', '3115', '505', '1244', '3018', '2280', '740', '4091', '1921', '4206', '4910', '2937', '1076', '2902', '453', '2798', '1601', '4783', '3314', '2377', '2155', '2291', '4639', '115', '1550', '831', '2017', '827', '3444']"
332,7367,"[1984, 882]",2,"['1984', '1755', '4045', '4128', '4831', '1621', '4698', '4923', '62', '4960', '85', '391', '205', '1114', '4874', '4302', '3027', '3746', '4532', '198', '882', '1983', '1100', '2852', '80', '3609', '2476', '522', '741', '2874']"
332,5915,[4532],1,"['1984', '1755', '4045', '4128', '4831', '1621', '4698', '4923', '62', '4960', '85', '391', '205', '1114', '4874', '4302', '3027', '3746', '4532', '198', '882', '1983', '1100', '2852', '80', '3609', '2476', '522', '741', '2874']"
332,3203,"[62, 198]",2,"['1984', '1755', '4045', '4128', '4831', '1621', '4698', '4923', '62', '4960', '85', '391', '205', '1114', '4874', '4302', '3027', '3746', '4532', '198', '882', '1983', '1100', '2852', '80', '3609', '2476', '522', '741', '2874']"
333,4717,"[3459, 2682, 2138, 4493, 3232]",5,"['1517', '3335', '1493', '945', '3459', '648', '2949', '983', '361', '276', '1611', '4410', '4098', '2970', '647', '1774', '4469', '1984', '3282', '2682', '565', '2101', '4461', '2138', '4177', '4493', '4014', '3232', '4497', '2274']"
333,2816,"[3459, 565]",2,"['1517', '3335', '1493', '945', '3459', '648', '2949', '983', '361', '276', '1611', '4410', '4098', '2970', '647', '1774', '4469', '1984', '3282', '2682', '565', '2101', '4461', '2138', '4177', '4493', '4014', '3232', '4497', '2274']"
333,5319,"[1493, 4014]",2,"['1517', '3335', '1493', '945', '3459', '648', '2949', '983', '361', '276', '1611', '4410', '4098', '2970', '647', '1774', '4469', '1984', '3282', '2682', '565', '2101', '4461', '2138', '4177', '4493', '4014', '3232', '4497', '2274']"
334,7449,[],0,"['2280', '457', '3282', '2200', '3888', '1601', '1774', '4561', '4683', '72', '2548', '953', '3424', '2549', '2470', '4573', '4954', '1846', '4887', '3575', '4876', '4720', '4535', '565', '1475', '348', '4695', '1960', '2632', '945']"
334,590,[],0,"['2280', '457', '3282', '2200', '3888', '1601', '1774', '4561', '4683', '72', '2548', '953', '3424', '2549', '2470', '4573', '4954', '1846', '4887', '3575', '4876', '4720', '4535', '565', '1475', '348', '4695', '1960', '2632', '945']"
334,1252,[],0,"['2280', '457', '3282', '2200', '3888', '1601', '1774', '4561', '4683', '72', '2548', '953', '3424', '2549', '2470', '4573', '4954', '1846', '4887', '3575', '4876', '4720', '4535', '565', '1475', '348', '4695', '1960', '2632', '945']"
335,5168,[],0,"['740', '4814', '866', '4493', '3732', '4665', '1556', '2274', '4793', '532', '3335', '2639', '98', '4477', '282', '4904', '3459', '1894', '1684', '2656', '916', '4501', '2958', '921', '990', '113', '1951', '2204', '126', '3930']"
335,332,"[4493, 4793, 98, 2958, 990, 126]",6,"['740', '4814', '866', '4493', '3732', '4665', '1556', '2274', '4793', '532', '3335', '2639', '98', '4477', '282', '4904', '3459', '1894', '1684', '2656', '916', '4501', '2958', '921', '990', '113', '1951', '2204', '126', '3930']"
335,1252,[],0,"['740', '4814', '866', '4493', '3732', '4665', '1556', '2274', '4793', '532', '3335', '2639', '98', '4477', '282', '4904', '3459', '1894', '1684', '2656', '916', '4501', '2958', '921', '990', '113', '1951', '2204', '126', '3930']"
336,4717,"[1755, 4493, 3685, 4573, 4005, 3517]",6,"['786', '648', '1755', '4493', '708', '125', '238', '1711', '14', '4128', '3685', '2912', '772', '284', '3335', '3314', '2639', '98', '2833', '4642', '4963', '361', '303', '4573', '80', '4005', '4106', '2139', '145', '3517']"
336,1511,[2833],1,"['786', '648', '1755', '4493', '708', '125', '238', '1711', '14', '4128', '3685', '2912', '772', '284', '3335', '3314', '2639', '98', '2833', '4642', '4963', '361', '303', '4573', '80', '4005', '4106', '2139', '145', '3517']"
336,2499,"[648, 4493, 708, 14, 3685, 284, 3314, 98, 145]",9,"['786', '648', '1755', '4493', '708', '125', '238', '1711', '14', '4128', '3685', '2912', '772', '284', '3335', '3314', '2639', '98', '2833', '4642', '4963', '361', '303', '4573', '80', '4005', '4106', '2139', '145', '3517']"
337,5319,"[2356, 610, 1169]",3,"['4783', '647', '1646', '2848', '708', '2608', '14', '2280', '18', '1093', '2833', '4642', '276', '3018', '361', '2356', '3209', '2522', '2021', '4005', '295', '145', '3459', '4140', '945', '610', '3322', '2536', '1667', '1169']"
337,5648,[145],1,"['4783', '647', '1646', '2848', '708', '2608', '14', '2280', '18', '1093', '2833', '4642', '276', '3018', '361', '2356', '3209', '2522', '2021', '4005', '295', '145', '3459', '4140', '945', '610', '3322', '2536', '1667', '1169']"
337,5966,"[2608, 276]",2,"['4783', '647', '1646', '2848', '708', '2608', '14', '2280', '18', '1093', '2833', '4642', '276', '3018', '361', '2356', '3209', '2522', '2021', '4005', '295', '145', '3459', '4140', '945', '610', '3322', '2536', '1667', '1169']"
338,3502,[],0,"['4783', '740', '647', '648', '2549', '1601', '4918', '2949', '1194', '3735', '3510', '4270', '4567', '818', '196', '2139', '2474', '1795', '145', '2301', '2548', '4798', '2468', '3459', '3660', '989', '3519', '4716', '1921', '2181']"
338,1388,[],0,"['4783', '740', '647', '648', '2549', '1601', '4918', '2949', '1194', '3735', '3510', '4270', '4567', '818', '196', '2139', '2474', '1795', '145', '2301', '2548', '4798', '2468', '3459', '3660', '989', '3519', '4716', '1921', '2181']"
338,7213,[145],1,"['4783', '740', '647', '648', '2549', '1601', '4918', '2949', '1194', '3735', '3510', '4270', '4567', '818', '196', '2139', '2474', '1795', '145', '2301', '2548', '4798', '2468', '3459', '3660', '989', '3519', '4716', '1921', '2181']"
339,2832,"[2548, 4396]",2,"['786', '1601', '4372', '484', '4836', '1854', '3078', '4335', '198', '336', '1711', '2548', '3372', '4880', '1630', '648', '2549', '4798', '40', '2829', '4396', '251', '4929', '1343', '1698', '2817', '193', '679', '397', '2247']"
339,5915,[],0,"['786', '1601', '4372', '484', '4836', '1854', '3078', '4335', '198', '336', '1711', '2548', '3372', '4880', '1630', '648', '2549', '4798', '40', '2829', '4396', '251', '4929', '1343', '1698', '2817', '193', '679', '397', '2247']"
339,4987,[],0,"['786', '1601', '4372', '484', '4836', '1854', '3078', '4335', '198', '336', '1711', '2548', '3372', '4880', '1630', '648', '2549', '4798', '40', '2829', '4396', '251', '4929', '1343', '1698', '2817', '193', '679', '397', '2247']"
340,3184,[],0,"['72', '1646', '557', '1697', '296', '4683', '1960', '2444', '2516', '4274', '3201', '2210', '4248', '1391', '3318', '621', '4738', '1918', '583', '2549', '1597', '3442', '2468', '2311', '4194', '3528', '1690', '2792', '2342', '4071']"
