user,hist,target,item list
874,3300,"[962.9000000000001, 75.24, 71.0, 68.0, 91.08, 85.0, 29.0]","[4960, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
875,1646,"[729.036, 38.0, 366.0, 7.92, 10.0, 74.0, 41.58]","[1646, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
876,4270,"[403.20000000000005, 26.73, 168.3, 32.67, 27.72, 54.45, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
877,4091,"[924.2, 49.5, 254.43, 92.0, 100.0, 66.0, 35.0]","[3571, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
878,866,"[435.204, 28.71, 117.0, 45.54, 39.0, 18.0, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
879,4177,"[807.6999999999999, 69.3, 106.92, 115.0, 84.0, 83.16, 19.8]","[462, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
880,647,"[3973.1, 506.88, 332.64, 53.0, 227.7, 166.0, 57.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
881,1653,"[979.9019999999999, 108.0, 2.9699999999999998, 52.0, 134.0, 129.69, 4.95]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
882,647,"[6721.11, 954.0, 633.6, 47.519999999999996, 276.0, 293.04, 87.12]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
883,740,"[741.2130000000001, 17.0, 342.0, 22.0, 73.0, 10.0, 41.0]","[3715, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
884,361,"[2936.637, 223.0, 873.0, 72.27, 98.01, 133.65, 126.72]","[391, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
885,740,"[682.308, 29.7, 297.0, 23.759999999999998, 16.83, 44.55, 39.6]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
886,1519,"[677.16, 50.0, 29.0, 70.0, 66.33, 30.0, 20.79]","[1588, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
887,4867,"[677.754, 66.0, 18.81, 35.64, 110.88, 85.0, 4.95]","[1126, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
888,3300,"[1441.2420000000002, 127.71, 63.0, 100.98, 129.0, 163.35, 34.0]","[1580, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
889,3660,"[626.373, 29.7, 271.26, 17.82, 13.0, 13.86, 36.0]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
890,4783,"[472.1, 39.6, 34.65, 33.66, 36.63, 46.0, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
891,284,"[3629.439, 505.89, 330.0, 32.0, 162.35999999999999, 186.0, 45.0]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
892,4783,"[794.2, 51.0, 194.0, 40.0, 25.74, 92.0, 35.64]","[3483, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
893,4642,"[1121.868, 113.85, 7.0, 52.0, 91.0, 224.0, 22.77]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
894,4446,"[248.688, 7.92, 54.45, 11.879999999999999, 12.0, 5.9399999999999995, 15.0]","[708, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
895,4275,"[972.2, 91.0, 43.0, 59.0, 105.92999999999999, 133.65, 16.0]","[2348, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
898,2681,"[394.5, 19.0, 19.8, 51.48, 18.0, 39.6, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
899,647,"[4385.6, 557.37, 748.0, 35.64, 150.48, 257.0, 84.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
900,4783,"[353.925, 7.92, 34.0, 40.0, 25.74, 15.0, 20.0]","[191, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
901,4446,"[537.0, 8.91, 260.37, 24.0, 16.83, 6.0, 38.0]","[740, 1118, 0, 4446, 1, 3823, 4783, 1906, 4091, 4177]"
902,4091,"[520.5419999999999, 36.0, 40.589999999999996, 57.42, 89.0, 41.0, 8.91]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
903,740,"[727.8, 22.77, 240.0, 68.0, 57.0, 21.78, 39.6]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
904,647,"[3742.596, 516.0, 327.69, 57.0, 159.39, 207.9, 53.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
905,1129,"[386.6, 18.81, 137.60999999999999, 4.95, 53.46, 18.0, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
906,647,"[4176.5, 556.0, 320.76, 56.0, 194.0, 302.0, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
907,1118,"[649.5389999999999, 19.0, 185.13, 27.0, 48.51, 23.0, 36.63]","[3551, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
908,647,"[4082.8590000000004, 562.0, 316.8, 61.0, 239.57999999999998, 260.0, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
909,4446,"[179.39999999999998, 12.87, 44.0, 6.0, 5.9399999999999995, 6.0, 7.92]","[4932, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
910,4091,"[732.204, 49.0, 39.6, 58.41, 131.67, 59.0, 13.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
911,983,"[1326.402, 129.69, 110.88, 91.08, 175.0, 95.03999999999999, 17.0]","[732, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
912,2949,"[1069.1999999999998, 76.23, 119.78999999999999, 119.78999999999999, 93.0, 117.0, 35.64]","[1030, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
913,3923,"[562.32, 35.64, 112.0, 37.62, 25.74, 34.0, 24.0]","[163, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
914,647,"[3700.5, 495.0, 420.75, 27.0, 149.49, 171.0, 60.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
915,882,"[405.3, 37.0, 54.0, 34.65, 14.85, 69.0, 15.0]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
916,4814,"[2589.939, 215.82, 1188.99, 46.0, 44.55, 384.0, 116.0]","[4573, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
918,1357,"[1490.9, 127.0, 562.0, 35.64, 29.7, 150.0, 58.0]","[3290, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
919,2342,"[926.0459999999999, 86.0, 51.48, 24.0, 106.0, 165.0, 15.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
920,4533,"[583.7040000000001, 45.54, 35.64, 16.0, 104.94, 35.64, 8.0]","[4533, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
921,3182,"[483.219, 51.48, 22.77, 25.74, 30.0, 105.92999999999999, 9.9]","[3080, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
922,4695,"[358.7, 4.0, 269.0, 19.8, 13.86, 7.0, 25.74]","[4954, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
923,284,"[2214.1, 181.17, 408.87, 71.28, 73.26, 333.63, 82.0]","[555, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
924,3189,"[2356.7, 181.17, 1092.0, 38.0, 69.0, 155.43, 102.96]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
925,145,"[935.2529999999999, 70.0, 41.58, 14.85, 79.0, 59.0, 32.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
926,647,"[3745.467, 495.99, 333.63, 44.55, 163.0, 188.0, 61.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
927,1443,"[696.069, 40.0, 47.519999999999996, 81.17999999999999, 63.36, 27.0, 27.72]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
928,708,"[3567.4, 485.0, 337.0, 29.7, 146.0, 152.46, 52.47]","[647, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
929,647,"[3662.901, 499.95, 336.6, 32.0, 182.0, 172.0, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
930,1646,"[368.28, 19.0, 183.0, 4.0, 5.0, 37.0, 20.79]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
931,740,"[632.7, 26.73, 264.0, 62.0, 16.83, 43.0, 37.0]","[397, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
932,1667,"[649.6, 38.0, 19.8, 24.0, 53.0, 60.0, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
933,1646,"[736.4, 38.0, 362.34, 8.0, 9.9, 74.0, 41.58]","[1646, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
934,4177,"[528.7, 38.0, 50.0, 32.0, 64.35, 42.0, 16.0]","[4533, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
935,3338,"[497.5, 30.0, 82.17, 11.879999999999999, 59.0, 52.0, 14.85]","[112, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
936,4783,"[352.8, 4.0, 65.0, 27.0, 17.82, 6.0, 23.0]","[2342, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
937,3823,"[916.0469999999999, 95.03999999999999, 9.0, 81.0, 148.5, 103.0, 2.0]","[193, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
938,4446,"[860.3, 78.21, 42.0, 37.62, 60.0, 154.0, 23.759999999999998]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
939,2949,"[490.248, 24.0, 111.0, 16.83, 22.0, 41.0, 24.0]","[2953, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
940,1984,"[834.2, 45.54, 168.0, 74.0, 39.0, 78.0, 38.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
941,125,"[4322.0, 308.0, 2144.34, 63.36, 132.0, 184.14, 204.0]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
942,4177,"[401.247, 37.0, 53.46, 35.0, 14.85, 68.31, 14.85]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
943,4091,"[3008.3999999999996, 161.0, 629.64, 170.28, 190.07999999999998, 216.81, 141.0]","[1116, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
944,647,"[4176.5, 550.4399999999999, 320.76, 55.44, 192.06, 298.98, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
945,484,"[542.1239999999999, 44.0, 30.0, 27.0, 64.35, 58.0, 13.0]","[3080, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
946,4446,"[460.90000000000003, 35.0, 55.0, 72.27, 57.0, 36.0, 10.89]","[2816, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
948,2280,"[506.59999999999997, 25.74, 160.0, 6.93, 13.86, 50.0, 26.73]","[4683, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
949,2549,"[795.663, 53.46, 297.99, 155.0, 45.54, 74.0, 34.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
950,4091,"[1338.381, 86.0, 586.0, 62.0, 125.73, 58.0, 51.48]","[2852, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
951,4783,"[201.5, 0.0, 59.4, 18.81, 9.0, 0.0, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
952,908,"[249.8, 20.0, 38.61, 49.5, 9.9, 40.589999999999996, 8.0]","[397, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
953,2639,"[693.4, 30.69, 97.0, 36.63, 47.519999999999996, 27.0, 34.0]","[4899, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
954,617,"[1396.395, 119.0, 162.35999999999999, 110.88, 220.0, 125.73, 20.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
955,740,"[714.3839999999999, 32.0, 320.0, 24.0, 19.0, 46.0, 41.0]","[2949, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
956,2105,"[508.464, 50.0, 21.78, 93.0, 75.24, 58.0, 3.96]","[1630, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
958,740,"[722.997, 42.57, 235.0, 26.0, 39.0, 43.56, 32.67]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
960,4091,"[436.788, 27.0, 54.0, 74.25, 92.07, 22.0, 5.9399999999999995]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
962,41,"[283.041, 22.77, 50.0, 57.42, 17.0, 13.0, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
963,773,"[982.377, 127.0, 22.77, 37.0, 43.56, 167.31, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
964,4177,"[883.0, 86.0, 36.63, 56.43, 111.87, 89.1, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
967,3198,"[716.5, 34.65, 69.3, 36.0, 60.0, 30.0, 31.68]","[4208, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
968,647,"[3460.545, 472.23, 421.0, 23.759999999999998, 136.62, 148.0, 52.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
969,2274,"[499.95, 15.84, 160.38, 20.79, 66.33, 32.0, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
970,740,"[732.105, 47.519999999999996, 229.0, 40.0, 16.83, 51.48, 33.0]","[2548, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
971,647,"[3451.9320000000002, 479.15999999999997, 333.63, 25.74, 139.59, 159.39, 47.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
972,647,"[5595.1, 607.86, 1582.02, 68.0, 195.0, 366.3, 158.4]","[583, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
973,647,"[3778.929, 508.0, 329.0, 54.45, 153.0, 208.89, 61.38]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
974,679,"[350.658, 42.0, 31.68, 27.0, 23.0, 36.0, 4.0]","[3623, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
975,647,"[3531.726, 485.0, 333.63, 29.7, 146.0, 152.46, 53.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
977,983,"[952.083, 103.95, 36.0, 38.0, 73.0, 91.0, 17.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
978,4446,"[680.2289999999999, 47.0, 53.0, 41.58, 43.0, 42.57, 27.72]","[297, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
979,1118,"[570.339, 22.0, 91.0, 48.0, 44.0, 27.0, 31.68]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
980,0,"[534.0060000000001, 27.72, 11.879999999999999, 57.0, 56.43, 46.53, 19.8]","[986, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
981,4783,"[247.10000000000002, 0.99, 63.36, 35.0, 13.86, 0.0, 16.83]","[6, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
982,4091,"[481.7, 29.7, 35.64, 48.0, 94.0, 20.0, 8.0]","[4095, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
983,4336,"[1486.9, 121.77, 416.0, 95.0, 56.0, 175.23, 53.46]","[1943, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
984,740,"[847.5, 33.0, 242.0, 38.61, 37.62, 46.0, 49.0]","[4005, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
986,437,"[972.18, 84.0, 93.0, 70.29, 87.12, 138.0, 24.75]","[4963, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
987,276,"[612.216, 25.0, 162.0, 26.73, 38.0, 22.0, 25.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
988,2,"[2867.2, 348.48, 132.66, 293.0, 162.35999999999999, 311.0, 42.57]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
989,2377,"[273.4, 27.0, 10.0, 16.83, 42.0, 45.54, 0.99]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
990,4945,"[1280.8, 70.29, 70.0, 90.0, 121.0, 54.45, 47.519999999999996]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
991,647,"[4391.244000000001, 495.99, 322.0, 72.0, 192.0, 157.41, 108.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
992,3459,"[968.5999999999999, 78.21, 158.4, 59.0, 40.589999999999996, 89.0, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
993,416,"[498.7, 40.0, 41.0, 37.0, 30.69, 62.37, 16.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
994,647,"[4328.181, 591.03, 322.0, 33.0, 264.0, 237.6, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
995,1755,"[643.3019999999999, 80.0, 9.9, 39.6, 58.0, 101.97, 4.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
996,4177,"[369.963, 25.0, 43.0, 24.75, 17.0, 27.72, 16.83]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
997,125,"[2242.9, 155.0, 1107.0, 59.0, 73.0, 94.0, 105.92999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
998,4642,"[1159.0919999999999, 101.97, 20.79, 52.47, 81.0, 192.06, 34.65]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
999,2848,"[1333.7, 149.0, 16.0, 100.0, 108.9, 294.03, 22.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
