user,history,target,item list,len,without constraint
119,3335,"[411.7, 31.0, 177.0, 10.0, 23.0, 66.0, 14.0]",[499],1,"['3259', '3335', '998', '80', '3676', '284', '882', '973', '4105', '4783', '1485', '2439', '4573', '708', '1860', '4623', '4091', '2704', '945', '3732', '4954', '4501', '1822', '4634', '499', '3445', '3116', '2513', '4680', '2077']"
119,998,"[731.0, 38.0, 196.0, 57.42, 93.0, 48.51, 25.0]",[4091],1,"['3259', '3335', '998', '80', '3676', '284', '882', '973', '4105', '4783', '1485', '2439', '4573', '708', '1860', '4623', '4091', '2704', '945', '3732', '4954', '4501', '1822', '4634', '499', '3445', '3116', '2513', '4680', '2077']"
120,4091,"[372.63599999999997, 20.0, 22.77, 48.51, 87.0, 14.0, 5.0]",[],0,"['4091', '2280', '2342', '4270', '772', '3335', '3083', '923', '617', '4344', '397', '2265', '505', '1315', '112', '882', '1177', '861', '4501', '1485', '2755', '1129', '127', '242', '1509', '3099', '1886', '3450', '256', '4522']"
120,2280,"[433.9, 11.879999999999999, 243.0, 4.0, 47.519999999999996, 6.0, 21.78]",[1129],1,"['4091', '2280', '2342', '4270', '772', '3335', '3083', '923', '617', '4344', '397', '2265', '505', '1315', '112', '882', '1177', '861', '4501', '1485', '2755', '1129', '127', '242', '1509', '3099', '1886', '3450', '256', '4522']"
120,2342,"[522.72, 27.0, 76.0, 9.0, 33.66, 15.0, 24.75]",[256],1,"['4091', '2280', '2342', '4270', '772', '3335', '3083', '923', '617', '4344', '397', '2265', '505', '1315', '112', '882', '1177', '861', '4501', '1485', '2755', '1129', '127', '242', '1509', '3099', '1886', '3450', '256', '4522']"
121,4783,"[551.232, 48.51, 28.71, 20.0, 17.82, 97.02, 20.0]",[2506],1,"['4783', '740', '4091', '3037', '297', '2848', '115', '548', '2280', '4738', '2274', '18', '4270', '4453', '772', '4477', '276', '2255', '4635', '3424', '3573', '2773', '2506', '3497', '2470', '2265', '1712', '4226', '794', '145']"
121,740,"[628.8480000000001, 12.0, 275.0, 23.759999999999998, 36.0, 12.0, 42.0]",[3037],1,"['4783', '740', '4091', '3037', '297', '2848', '115', '548', '2280', '4738', '2274', '18', '4270', '4453', '772', '4477', '276', '2255', '4635', '3424', '3573', '2773', '2506', '3497', '2470', '2265', '1712', '4226', '794', '145']"
121,4091,"[1055.0430000000001, 45.54, 71.28, 88.0, 139.0, 30.0, 41.58]",[3424],1,"['4783', '740', '4091', '3037', '297', '2848', '115', '548', '2280', '4738', '2274', '18', '4270', '4453', '772', '4477', '276', '2255', '4635', '3424', '3573', '2773', '2506', '3497', '2470', '2265', '1712', '4226', '794', '145']"
122,983,"[651.8159999999999, 76.0, 109.0, 24.75, 23.759999999999998, 46.0, 14.0]",[],0,"['983', '1646', '648', '4493', '125', '1711', '4880', '1088', '820', '109', '2200', '979', '268', '4573', '1683', '145', '1611', '4194', '4444', '3459', '1667', '2444', '453', '882', '4342', '72', '2188', '827', '3616', '2989']"
122,1646,"[2672.109, 362.0, 182.16, 17.82, 66.33, 188.0, 37.62]",[],0,"['983', '1646', '648', '4493', '125', '1711', '4880', '1088', '820', '109', '2200', '979', '268', '4573', '1683', '145', '1611', '4194', '4444', '3459', '1667', '2444', '453', '882', '4342', '72', '2188', '827', '3616', '2989']"
122,648,"[762.795, 80.19, 7.0, 37.62, 77.0, 123.75, 10.0]",[3459],1,"['983', '1646', '648', '4493', '125', '1711', '4880', '1088', '820', '109', '2200', '979', '268', '4573', '1683', '145', '1611', '4194', '4444', '3459', '1667', '2444', '453', '882', '4342', '72', '2188', '827', '3616', '2989']"
123,1646,"[609.1, 29.7, 232.65, 6.93, 57.42, 47.0, 25.74]",[],0,"['1646', '708', '125', '2830', '617', '2139', '1667', '4195', '1269', '2281', '205', '2548', '3885', '2280', '4245', '1053', '239', '4836', '2200', '2395', '2549', '648', '3128', '1749', '1177', '505', '1137', '2610', '1113', '4959']"
123,708,"[595.683, 15.0, 26.73, 38.0, 32.0, 17.0, 35.64]",[2200],1,"['1646', '708', '125', '2830', '617', '2139', '1667', '4195', '1269', '2281', '205', '2548', '3885', '2280', '4245', '1053', '239', '4836', '2200', '2395', '2549', '648', '3128', '1749', '1177', '505', '1137', '2610', '1113', '4959']"
123,125,"[2296.899, 158.0, 1150.3799999999999, 42.0, 81.0, 101.0, 108.9]",[],0,"['1646', '708', '125', '2830', '617', '2139', '1667', '4195', '1269', '2281', '205', '2548', '3885', '2280', '4245', '1053', '239', '4836', '2200', '2395', '2549', '648', '3128', '1749', '1177', '505', '1137', '2610', '1113', '4959']"
124,740,"[887.4, 51.0, 230.0, 32.0, 72.0, 81.17999999999999, 36.0]",[2694],1,"['740', '648', '193', '3174', '2274', '2639', '3424', '945', '2970', '2455', '3259', '2126', '1330', '2501', '3581', '4327', '2694', '4382', '505', '488', '633', '1944', '3406', '295', '2608', '4507', '2101', '3879', '2454', '3423']"
124,648,"[610.335, 59.4, 36.63, 28.71, 52.47, 75.0, 12.0]",[],0,"['740', '648', '193', '3174', '2274', '2639', '3424', '945', '2970', '2455', '3259', '2126', '1330', '2501', '3581', '4327', '2694', '4382', '505', '488', '633', '1944', '3406', '295', '2608', '4507', '2101', '3879', '2454', '3423']"
124,193,"[1046.6, 116.82, 7.92, 57.42, 151.47, 88.11, 1.98]",[2455],1,"['740', '648', '193', '3174', '2274', '2639', '3424', '945', '2970', '2455', '3259', '2126', '1330', '2501', '3581', '4327', '2694', '4382', '505', '488', '633', '1944', '3406', '295', '2608', '4507', '2101', '3879', '2454', '3423']"
125,772,"[2191.959, 168.3, 1234.0, 23.0, 19.8, 340.0, 107.91]",[4573],1,"['772', '1983', '4573', '3939', '4493', '3592', '4396', '648', '69', '3459', '3354', '4960', '98', '1999', '617', '983', '1065', '3571', '744', '228', '1580', '1945', '251', '1374', '708', '4964', '1357', '2510', '3432', '4766']"
125,1983,"[283.9, 9.9, 98.0, 15.84, 4.95, 5.0, 17.0]",[],0,"['772', '1983', '4573', '3939', '4493', '3592', '4396', '648', '69', '3459', '3354', '4960', '98', '1999', '617', '983', '1065', '3571', '744', '228', '1580', '1945', '251', '1374', '708', '4964', '1357', '2510', '3432', '4766']"
125,4573,"[2361.843, 188.0, 1163.25, 64.35, 55.44, 347.49, 107.91]",[],0,"['772', '1983', '4573', '3939', '4493', '3592', '4396', '648', '69', '3459', '3354', '4960', '98', '1999', '617', '983', '1065', '3571', '744', '228', '1580', '1945', '251', '1374', '708', '4964', '1357', '2510', '3432', '4766']"
126,3282,"[922.977, 89.0, 18.0, 39.0, 111.0, 102.0, 13.86]",[],0,"['3282', '2988', '2311', '782', '4789', '794', '2792', '679', '3007', '427', '2444', '193', '609', '2206', '3003', '3770', '3835', '544', '4366', '2102', '80', '4793', '2210', '4140', '3389', '4118', '4106', '2288', '3786', '300']"
126,2988,"[722.5, 64.0, 41.58, 21.0, 131.0, 99.0, 4.95]",[],0,"['3282', '2988', '2311', '782', '4789', '794', '2792', '679', '3007', '427', '2444', '193', '609', '2206', '3003', '3770', '3835', '544', '4366', '2102', '80', '4793', '2210', '4140', '3389', '4118', '4106', '2288', '3786', '300']"
126,2311,"[778.8330000000001, 72.0, 106.92, 35.64, 107.0, 65.34, 10.89]",[],0,"['3282', '2988', '2311', '782', '4789', '794', '2792', '679', '3007', '427', '2444', '193', '609', '2206', '3003', '3770', '3835', '544', '4366', '2102', '80', '4793', '2210', '4140', '3389', '4118', '4106', '2288', '3786', '300']"
127,3823,"[590.535, 64.35, 24.75, 63.0, 76.23, 82.17, 3.0]",[361],1,"['3823', '983', '1089', '648', '708', '4665', '2274', '4793', '960', '2639', '361', '4005', '2696', '1429', '3660', '3207', '4686', '1732', '973', '1842', '2422', '2136', '2738', '4847', '3138', '148', '832', '1516', '2851', '2532']"
127,983,"[582.0999999999999, 75.24, 27.0, 24.75, 25.0, 46.0, 7.92]",[],0,"['3823', '983', '1089', '648', '708', '4665', '2274', '4793', '960', '2639', '361', '4005', '2696', '1429', '3660', '3207', '4686', '1732', '973', '1842', '2422', '2136', '2738', '4847', '3138', '148', '832', '1516', '2851', '2532']"
127,1089,"[921.591, 40.0, 207.0, 53.0, 156.42, 39.0, 22.0]",[],0,"['3823', '983', '1089', '648', '708', '4665', '2274', '4793', '960', '2639', '361', '4005', '2696', '1429', '3660', '3207', '4686', '1732', '973', '1842', '2422', '2136', '2738', '4847', '3138', '148', '832', '1516', '2851', '2532']"
128,4446,"[773.5999999999999, 40.0, 106.0, 58.41, 162.0, 39.0, 16.0]",[1089],1,"['4446', '3823', '4783', '740', '4091', '4177', '4827', '2', '647', '1252', '357', '1984', '908', '1646', '773', '4026', '4814', '3263', '767', '1089', '2218', '786', '648', '1690', '4945', '437', '4336', '4482', '2848', '679']"
128,3823,"[904.4000000000001, 63.0, 70.0, 117.0, 84.15, 97.02, 26.73]",[1984],1,"['4446', '3823', '4783', '740', '4091', '4177', '4827', '2', '647', '1252', '357', '1984', '908', '1646', '773', '4026', '4814', '3263', '767', '1089', '2218', '786', '648', '1690', '4945', '437', '4336', '4482', '2848', '679']"
128,4783,"[336.9, 8.91, 78.21, 38.0, 31.68, 7.0, 16.83]",[1252],1,"['4446', '3823', '4783', '740', '4091', '4177', '4827', '2', '647', '1252', '357', '1984', '908', '1646', '773', '4026', '4814', '3263', '767', '1089', '2218', '786', '648', '1690', '4945', '437', '4336', '4482', '2848', '679']"
129,2138,"[3656.4, 499.95, 319.77, 36.63, 173.25, 193.05, 45.0]",[647],1,"['2138', '1864', '240', '4586', '647', '2274', '4642', '2795', '4783', '882', '2829', '4683', '3519', '832', '3685', '712', '4099', '459', '177', '4203', '4911', '981', '4675', '518', '4445', '1519', '2251', '837', '4496', '4918']"
129,1864,"[572.2, 44.55, 150.0, 16.83, 27.0, 71.0, 21.0]",[882],1,"['2138', '1864', '240', '4586', '647', '2274', '4642', '2795', '4783', '882', '2829', '4683', '3519', '832', '3685', '712', '4099', '459', '177', '4203', '4911', '981', '4675', '518', '4445', '1519', '2251', '837', '4496', '4918']"
129,240,"[457.875, 9.0, 58.0, 52.0, 30.0, 6.0, 26.73]",[],0,"['2138', '1864', '240', '4586', '647', '2274', '4642', '2795', '4783', '882', '2829', '4683', '3519', '832', '3685', '712', '4099', '459', '177', '4203', '4911', '981', '4675', '518', '4445', '1519', '2251', '837', '4496', '4918']"
130,4446,"[263.4, 8.91, 101.97, 24.75, 27.0, 6.93, 13.0]",[1252],1,"['4446', '3823', '740', '4091', '4177', '3300', '647', '1252', '357', '1984', '3551', '983', '1646', '3037', '3263', '297', '2218', '1690', '4336', '4782', '4482', '1601', '4735', '324', '2220', '4894', '88', '193', '1755', '3182']"
130,3823,"[552.4, 49.5, 7.92, 95.03999999999999, 97.02, 73.26, 2.0]",[3823],1,"['4446', '3823', '740', '4091', '4177', '3300', '647', '1252', '357', '1984', '3551', '983', '1646', '3037', '3263', '297', '2218', '1690', '4336', '4782', '4482', '1601', '4735', '324', '2220', '4894', '88', '193', '1755', '3182']"
130,740,"[1096.722, 80.0, 230.0, 51.0, 114.0, 72.0, 32.67]",[],0,"['4446', '3823', '740', '4091', '4177', '3300', '647', '1252', '357', '1984', '3551', '983', '1646', '3037', '3263', '297', '2218', '1690', '4336', '4782', '4482', '1601', '4735', '324', '2220', '4894', '88', '193', '1755', '3182']"
131,4642,"[1012.5, 99.0, 79.0, 38.0, 60.0, 193.0, 26.0]",[112],1,"['4642', '2368', '740', '928', '896', '4290', '1871', '2774', '125', '2848', '2274', '4960', '3343', '3243', '3661', '4738', '112', '2731', '151', '2619', '361', '2023', '828', '205', '3781', '4070', '3102', '1374', '3561', '109']"
131,2368,"[535.8, 4.0, 180.0, 330.66, 6.0, 2.0, 25.74]",[2368],1,"['4642', '2368', '740', '928', '896', '4290', '1871', '2774', '125', '2848', '2274', '4960', '3343', '3243', '3661', '4738', '112', '2731', '151', '2619', '361', '2023', '828', '205', '3781', '4070', '3102', '1374', '3561', '109']"
131,740,"[3112.461, 354.42, 861.0, 46.0, 44.0, 571.0, 92.0]",[2731],1,"['4642', '2368', '740', '928', '896', '4290', '1871', '2774', '125', '2848', '2274', '4960', '3343', '3243', '3661', '4738', '112', '2731', '151', '2619', '361', '2023', '828', '205', '3781', '4070', '3102', '1374', '3561', '109']"
132,4446,"[2239.3, 152.46, 1121.0, 38.0, 70.0, 93.0, 106.92]",[125],1,"['4446', '4783', '740', '4091', '4177', '2', '647', '908', '767', '648', '1690', '4945', '1601', '4493', '3704', '4918', '708', '125', '1388', '4836', '1088', '2280', '4722', '1740', '3685', '2281', '1736', '2274', '4245', '2988']"
132,4783,"[387.4, 0.0, 151.47, 19.0, 9.0, 0.0, 22.0]",[2274],1,"['4446', '4783', '740', '4091', '4177', '2', '647', '908', '767', '648', '1690', '4945', '1601', '4493', '3704', '4918', '708', '125', '1388', '4836', '1088', '2280', '4722', '1740', '3685', '2281', '1736', '2274', '4245', '2988']"
132,740,"[501.4, 9.0, 234.0, 113.85, 17.0, 6.0, 35.0]",[1388],1,"['4446', '4783', '740', '4091', '4177', '2', '647', '908', '767', '648', '1690', '4945', '1601', '4493', '3704', '4918', '708', '125', '1388', '4836', '1088', '2280', '4722', '1740', '3685', '2281', '1736', '2274', '4245', '2988']"
133,786,"[862.785, 41.58, 453.42, 47.0, 54.0, 43.56, 42.57]",[],0,"['786', '2274', '1162', '2639', '1611', '2549', '945', '4642', '4005', '2694', '754', '2949', '3571', '960', '238', '2833', '3829', '4086', '4177', '444', '740', '4752', '3600', '4091', '109', '4096', '2139', '2355', '3662', '617']"
133,2274,"[797.2, 36.63, 369.0, 9.0, 7.92, 74.0, 40.0]",[945],1,"['786', '2274', '1162', '2639', '1611', '2549', '945', '4642', '4005', '2694', '754', '2949', '3571', '960', '238', '2833', '3829', '4086', '4177', '444', '740', '4752', '3600', '4091', '109', '4096', '2139', '2355', '3662', '617']"
133,1162,"[1120.482, 99.99, 16.0, 37.62, 84.0, 175.0, 32.0]",[4642],1,"['786', '2274', '1162', '2639', '1611', '2549', '945', '4642', '4005', '2694', '754', '2949', '3571', '960', '238', '2833', '3829', '4086', '4177', '444', '740', '4752', '3600', '4091', '109', '4096', '2139', '2355', '3662', '617']"
134,4656,"[490.5, 27.72, 199.98, 19.8, 13.86, 46.53, 25.0]",[],0,"['4656', '648', '1306', '3048', '4642', '983', '4814', '3594', '3352', '2904', '3652', '4720', '4722', '3685', '2575', '1753', '276', '299', '3241', '1029', '882', '708', '4501', '125', '2280', '1712', '2682', '1602', '544', '2522']"
134,648,"[797.9399999999999, 65.0, 59.4, 23.759999999999998, 64.35, 62.0, 23.759999999999998]",[4720],1,"['4656', '648', '1306', '3048', '4642', '983', '4814', '3594', '3352', '2904', '3652', '4720', '4722', '3685', '2575', '1753', '276', '299', '3241', '1029', '882', '708', '4501', '125', '2280', '1712', '2682', '1602', '544', '2522']"
134,1306,"[666.666, 61.38, 38.61, 68.31, 79.2, 83.16, 10.89]",[],0,"['4656', '648', '1306', '3048', '4642', '983', '4814', '3594', '3352', '2904', '3652', '4720', '4722', '3685', '2575', '1753', '276', '299', '3241', '1029', '882', '708', '4501', '125', '2280', '1712', '2682', '1602', '544', '2522']"
135,3300,"[876.5, 72.0, 58.0, 89.1, 86.13, 122.0, 21.0]",[],0,"['3300', '1252', '2756', '983', '1646', '297', '2549', '2220', '4491', '115', '4918', '708', '10', '238', '2949', '1446', '1306', '4675', '4836', '181', '2280', '13', '1740', '15', '4738', '2274', '2291', '1854', '4270', '532']"
135,1252,"[443.52, 32.0, 158.4, 25.0, 28.71, 47.0, 15.84]",[],0,"['3300', '1252', '2756', '983', '1646', '297', '2549', '2220', '4491', '115', '4918', '708', '10', '238', '2949', '1446', '1306', '4675', '4836', '181', '2280', '13', '1740', '15', '4738', '2274', '2291', '1854', '4270', '532']"
135,2756,"[893.0790000000001, 72.0, 148.5, 57.0, 72.0, 98.01, 25.74]",[],0,"['3300', '1252', '2756', '983', '1646', '297', '2549', '2220', '4491', '115', '4918', '708', '10', '238', '2949', '1446', '1306', '4675', '4836', '181', '2280', '13', '1740', '15', '4738', '2274', '2291', '1854', '4270', '532']"
136,1984,"[974.7, 57.42, 191.07, 86.13, 45.0, 74.25, 43.0]",[],0,"['1984', '4760', '4128', '20', '4642', '617', '630', '505', '3459', '945', '2970', '1230', '882', '3509', '4720', '1087', '4874', '1475', '1550', '486', '2119', '3144', '221', '2809', '648', '416', '4722', '1928', '3759', '953']"
136,4760,"[273.7, 16.83, 18.81, 27.0, 22.77, 26.73, 8.91]",[505],1,"['1984', '4760', '4128', '20', '4642', '617', '630', '505', '3459', '945', '2970', '1230', '882', '3509', '4720', '1087', '4874', '1475', '1550', '486', '2119', '3144', '221', '2809', '648', '416', '4722', '1928', '3759', '953']"
136,4128,"[2390.355, 274.0, 21.78, 24.0, 200.97, 397.0, 30.0]",[1550],1,"['1984', '4760', '4128', '20', '4642', '617', '630', '505', '3459', '945', '2970', '1230', '882', '3509', '4720', '1087', '4874', '1475', '1550', '486', '2119', '3144', '221', '2809', '648', '416', '4722', '1928', '3759', '953']"
137,1646,"[729.036, 38.0, 366.0, 8.0, 9.9, 74.0, 41.58]",[1646],1,"['1646', '648', '4945', '3732', '125', '2274', '4096', '1854', '4270', '3198', '4704', '284', '3335', '2639', '98', '4642', '2200', '617', '4344', '4106', '1254', '145', '2548', '652', '2170', '610', '2970', '1953', '2632', '882']"
137,648,"[1484.6039999999998, 142.56, 144.54, 84.0, 176.22, 166.32, 23.0]",[617],1,"['1646', '648', '4945', '3732', '125', '2274', '4096', '1854', '4270', '3198', '4704', '284', '3335', '2639', '98', '4642', '2200', '617', '4344', '4106', '1254', '145', '2548', '652', '2170', '610', '2970', '1953', '2632', '882']"
137,4945,"[1223.6, 94.05, 52.47, 88.11, 84.15, 93.0, 36.0]",[],0,"['1646', '648', '4945', '3732', '125', '2274', '4096', '1854', '4270', '3198', '4704', '284', '3335', '2639', '98', '4642', '2200', '617', '4344', '4106', '1254', '145', '2548', '652', '2170', '610', '2970', '1953', '2632', '882']"
138,1611,"[691.5, 33.0, 232.0, 55.0, 45.0, 45.0, 32.67]",[740],1,"['1611', '647', '2086', '467', '1491', '3914', '2356', '3564', '4836', '3092', '4918', '4270', '2949', '2206', '3259', '2281', '361', '4267', '3639', '4215', '4245', '2730', '3681', '3704', '2280', '3840', '2227', '3483', '4581', '740']"
138,647,"[3885.156, 520.74, 359.0, 33.66, 155.0, 244.53, 62.0]",[],0,"['1611', '647', '2086', '467', '1491', '3914', '2356', '3564', '4836', '3092', '4918', '4270', '2949', '2206', '3259', '2281', '361', '4267', '3639', '4215', '4245', '2730', '3681', '3704', '2280', '3840', '2227', '3483', '4581', '740']"
138,2086,"[1110.285, 109.89, 254.0, 88.11, 41.58, 198.0, 34.0]",[],0,"['1611', '647', '2086', '467', '1491', '3914', '2356', '3564', '4836', '3092', '4918', '4270', '2949', '2206', '3259', '2281', '361', '4267', '3639', '4215', '4245', '2730', '3681', '3704', '2280', '3840', '2227', '3483', '4581', '740']"
139,4836,"[905.0, 51.48, 81.0, 58.0, 61.38, 94.0, 40.0]",[2318],1,"['4836', '1651', '2613', '3011', '3879', '69', '1522', '1545', '945', '1753', '4929', '627', '2821', '4902', '2342', '1505', '2629', '4910', '4720', '2499', '2160', '2318', '2280', '2368', '1457', '4695', '4880', '2890', '3900', '3829']"
139,1651,"[882.387, 92.0, 43.56, 127.0, 99.99, 103.0, 11.0]",[],0,"['4836', '1651', '2613', '3011', '3879', '69', '1522', '1545', '945', '1753', '4929', '627', '2821', '4902', '2342', '1505', '2629', '4910', '4720', '2499', '2160', '2318', '2280', '2368', '1457', '4695', '4880', '2890', '3900', '3829']"
139,2613,"[946.5, 10.89, 668.25, 172.26, 87.0, 5.9399999999999995, 60.0]",[],0,"['4836', '1651', '2613', '3011', '3879', '69', '1522', '1545', '945', '1753', '4929', '627', '2821', '4902', '2342', '1505', '2629', '4910', '4720', '2499', '2160', '2318', '2280', '2368', '1457', '4695', '4880', '2890', '3900', '3829']"
140,2756,"[743.589, 54.45, 230.67, 21.78, 17.0, 37.62, 31.68]",[1854],1,"['2756', '1646', '1089', '2848', '679', '4493', '708', '3676', '2949', '3185', '181', '1722', '3685', '1854', '416', '284', '3314', '98', '4642', '4573', '80', '2356', '4005', '4106', '145', '1611', '4194', '567', '3459', '4022']"
