user,exclude,item list,len,without constraint
305,3184,"[1128, 3791, 1405, 4187, 3290, 1114, 1550, 4783, 72, 4910]",10,"['1128', '3791', '1405', '4187', '3290', '1114', '1550', '4783', '72', '4910', '1633', '789', '2940', '248', '1952', '3732', '2955', '131', '3905', '833', '4894', '4760', '1572', '2489', '1025', '3940', '1221', '4463', '4798', '2060']"
305,6335,"[3791, 1405, 4187, 3290, 1114, 1550, 4783, 72, 4910, 1633]",10,"['1128', '3791', '1405', '4187', '3290', '1114', '1550', '4783', '72', '4910', '1633', '789', '2940', '248', '1952', '3732', '2955', '131', '3905', '833', '4894', '4760', '1572', '2489', '1025', '3940', '1221', '4463', '4798', '2060']"
306,2499,"[4226, 1287, 4106, 2076, 610, 4525, 2356, 621, 80, 4457]",10,"['4226', '1287', '4106', '2076', '610', '4525', '2356', '4272', '621', '2476', '80', '4457', '648', '1522', '569', '1276', '4895', '3330', '3942', '1493', '1254', '532', '2799', '251', '416', '3732', '456', '1871', '2970', '4757']"
306,5010,"[1287, 4106, 2076, 4525, 2356, 4272, 621, 2476, 80, 4457]",10,"['4226', '1287', '4106', '2076', '610', '4525', '2356', '4272', '621', '2476', '80', '4457', '648', '1522', '569', '1276', '4895', '3330', '3942', '1493', '1254', '532', '2799', '251', '416', '3732', '456', '1871', '2970', '4757']"
306,5006,"[4226, 1287, 4106, 2076, 610, 4525, 2356, 4272, 621, 2476]",10,"['4226', '1287', '4106', '2076', '610', '4525', '2356', '4272', '621', '2476', '80', '4457', '648', '1522', '569', '1276', '4895', '3330', '3942', '1493', '1254', '532', '2799', '251', '416', '3732', '456', '1871', '2970', '4757']"
307,2499,"[4501, 2829, 85, 2912, 4392, 2945, 741, 2280, 3337, 1343]",10,"['4501', '2829', '85', '1911', '2912', '4392', '2945', '741', '4734', '2280', '251', '3337', '1343', '807', '361', '1708', '1087', '341', '2251', '4836', '4770', '708', '4344', '532', '1080', '2176', '3715', '1241', '3660', '2613']"
307,6906,"[4501, 85, 1911, 2912, 4392, 2945, 4734, 251, 3337, 1343]",10,"['4501', '2829', '85', '1911', '2912', '4392', '2945', '741', '4734', '2280', '251', '3337', '1343', '807', '361', '1708', '1087', '341', '2251', '4836', '4770', '708', '4344', '532', '1080', '2176', '3715', '1241', '3660', '2613']"
307,5006,"[4501, 2829, 85, 1911, 4392, 2945, 741, 4734, 2280, 1343]",10,"['4501', '2829', '85', '1911', '2912', '4392', '2945', '741', '4734', '2280', '251', '3337', '1343', '807', '361', '1708', '1087', '341', '2251', '4836', '4770', '708', '4344', '532', '1080', '2176', '3715', '1241', '3660', '2613']"
308,840,"[740, 647, 2549, 4665, 4722, 1740, 4245, 2912, 4118, 4642]",10,"['740', '647', '648', '2549', '4665', '4722', '1740', '4245', '2912', '4793', '4118', '4642', '2355', '2029', '4573', '27', '1074', '505', '1684', '2970', '2138', '4342', '1732', '4074', '4940', '2136', '2037', '620', '4764', '789']"
308,2499,"[740, 647, 2549, 4722, 1740, 4245, 2912, 4118, 4642, 2355]",10,"['740', '647', '648', '2549', '4665', '4722', '1740', '4245', '2912', '4793', '4118', '4642', '2355', '2029', '4573', '27', '1074', '505', '1684', '2970', '2138', '4342', '1732', '4074', '4940', '2136', '2037', '620', '4764', '789']"
308,5010,"[740, 647, 648, 2549, 4665, 4722, 1740, 4245, 2912, 4793]",10,"['740', '647', '648', '2549', '4665', '4722', '1740', '4245', '2912', '4793', '4118', '4642', '2355', '2029', '4573', '27', '1074', '505', '1684', '2970', '2138', '4342', '1732', '4074', '4940', '2136', '2037', '620', '4764', '789']"
309,6270,"[1667, 767, 4479, 3068, 2136, 3216, 4658, 2142, 3282, 34]",10,"['125', '1667', '2280', '708', '767', '4479', '998', '3068', '2136', '4642', '3216', '4658', '2356', '2703', '2142', '3440', '3282', '245', '34', '1270', '1142', '3660', '4366', '2139', '2548', '240', '2138', '3676', '1281', '3083']"
309,840,"[125, 2280, 708, 4479, 3068, 4642, 3216, 4658, 2356, 2703]",10,"['125', '1667', '2280', '708', '767', '4479', '998', '3068', '2136', '4642', '3216', '4658', '2356', '2703', '2142', '3440', '3282', '245', '34', '1270', '1142', '3660', '4366', '2139', '2548', '240', '2138', '3676', '1281', '3083']"
309,2499,"[125, 1667, 2280, 4479, 3068, 2136, 4642, 3216, 4658, 2356]",10,"['125', '1667', '2280', '708', '767', '4479', '998', '3068', '2136', '4642', '3216', '4658', '2356', '2703', '2142', '3440', '3282', '245', '34', '1270', '1142', '3660', '4366', '2139', '2548', '240', '2138', '3676', '1281', '3083']"
310,5006,"[4783, 740, 2, 647, 1984, 903, 3813, 1646, 866, 2218]",10,"['1118', '4783', '740', '4091', '2', '647', '1984', '903', '983', '3813', '1646', '866', '297', '2218', '786', '3194', '4782', '2549', '2848', '1601', '1357', '4894', '2083', '88', '3939', '193', '1755', '2458', '4372', '2820']"
310,3184,"[4783, 740, 2, 647, 1984, 903, 3813, 1646, 866, 297]",10,"['1118', '4783', '740', '4091', '2', '647', '1984', '903', '983', '3813', '1646', '866', '297', '2218', '786', '3194', '4782', '2549', '2848', '1601', '1357', '4894', '2083', '88', '3939', '193', '1755', '2458', '4372', '2820']"
310,63,"[1118, 4783, 740, 4091, 2, 647, 903, 983, 3813, 1646]",10,"['1118', '4783', '740', '4091', '2', '647', '1984', '903', '983', '3813', '1646', '866', '297', '2218', '786', '3194', '4782', '2549', '2848', '1601', '1357', '4894', '2083', '88', '3939', '193', '1755', '2458', '4372', '2820']"
311,6270,"[3497, 4270, 361, 3625, 3820, 2207, 1198, 1485, 4683, 4294]",10,"['3497', '3335', '3732', '4270', '361', '1178', '532', '866', '1030', '3625', '4022', '3424', '3820', '4446', '2207', '1198', '1485', '4683', '4302', '4294', '4091', '4790', '4625', '3282', '2189', '960', '3328', '882', '1209', '3226']"
311,840,"[3497, 3732, 4270, 361, 1178, 866, 1030, 3625, 4022, 3424]",10,"['3497', '3335', '3732', '4270', '361', '1178', '532', '866', '1030', '3625', '4022', '3424', '3820', '4446', '2207', '1198', '1485', '4683', '4302', '4294', '4091', '4790', '4625', '3282', '2189', '960', '3328', '882', '1209', '3226']"
311,5010,"[3497, 3335, 3732, 4270, 361, 1178, 532, 866, 1030, 3625]",10,"['3497', '3335', '3732', '4270', '361', '1178', '532', '866', '1030', '3625', '4022', '3424', '3820', '4446', '2207', '1198', '1485', '4683', '4302', '4294', '4091', '4790', '4625', '3282', '2189', '960', '3328', '882', '1209', '3226']"
312,840,"[80, 630, 125, 1304, 3939, 2773, 5000, 3732, 1254, 4783]",10,"['80', '630', '125', '1698', '1304', '3939', '2773', '5000', '3732', '4854', '1254', '4783', '4847', '1088', '2468', '2294', '1244', '1374', '708', '1460', '2196', '85', '1429', '647', '768', '437', '648', '1065', '4113', '2015']"
312,5010,"[80, 630, 125, 1698, 1304, 3939, 2773, 3732, 4854, 1254]",10,"['80', '630', '125', '1698', '1304', '3939', '2773', '5000', '3732', '4854', '1254', '4783', '4847', '1088', '2468', '2294', '1244', '1374', '708', '1460', '2196', '85', '1429', '647', '768', '437', '648', '1065', '4113', '2015']"
312,5006,"[630, 125, 1698, 3939, 2773, 5000, 4854, 4783, 1088, 2468]",10,"['80', '630', '125', '1698', '1304', '3939', '2773', '5000', '3732', '4854', '1254', '4783', '4847', '1088', '2468', '2294', '1244', '1374', '708', '1460', '2196', '85', '1429', '647', '768', '437', '648', '1065', '4113', '2015']"
313,840,"[4894, 238, 4665, 4642, 145, 565, 4874, 2523, 2848, 4639]",10,"['4894', '1755', '238', '4665', '4888', '1621', '4642', '145', '3459', '565', '4876', '4874', '2523', '3792', '3881', '2848', '4639', '361', '2988', '2898', '1522', '4035', '1196', '1120', '3625', '1764', '4128', '2120', '4098', '4562']"
313,5010,"[4894, 1755, 4665, 1621, 4642, 145, 565, 4876, 4874, 3792]",10,"['4894', '1755', '238', '4665', '4888', '1621', '4642', '145', '3459', '565', '4876', '4874', '2523', '3792', '3881', '2848', '4639', '361', '2988', '2898', '1522', '4035', '1196', '1120', '3625', '1764', '4128', '2120', '4098', '4562']"
313,5006,"[4894, 1755, 238, 4665, 4888, 1621, 4642, 145, 3459, 4876]",10,"['4894', '1755', '238', '4665', '4888', '1621', '4642', '145', '3459', '565', '4876', '4874', '2523', '3792', '3881', '2848', '4639', '361', '2988', '2898', '1522', '4035', '1196', '1120', '3625', '1764', '4128', '2120', '4098', '4562']"
314,6270,"[4091, 3300, 1343, 3715, 99, 361, 3381, 1725, 989, 4964]",10,"['4091', '3300', '708', '1343', '2342', '3715', '99', '361', '80', '3381', '1725', '565', '989', '4960', '4964', '4986', '4254', '2958', '4082', '4302', '483', '691', '880', '3100', '2551', '2155', '53', '3995', '4493', '1667']"
314,840,"[4091, 3300, 708, 1343, 3715, 99, 361, 80, 3381, 1725]",10,"['4091', '3300', '708', '1343', '2342', '3715', '99', '361', '80', '3381', '1725', '565', '989', '4960', '4964', '4986', '4254', '2958', '4082', '4302', '483', '691', '880', '3100', '2551', '2155', '53', '3995', '4493', '1667']"
314,2499,"[4091, 1343, 2342, 3715, 99, 361, 80, 3381, 1725, 565]",10,"['4091', '3300', '708', '1343', '2342', '3715', '99', '361', '80', '3381', '1725', '565', '989', '4960', '4964', '4986', '4254', '2958', '4082', '4302', '483', '691', '880', '3100', '2551', '2155', '53', '3995', '4493', '1667']"
315,5010,"[4783, 740, 812, 1646, 4814, 3263, 767, 297, 1089, 786]",10,"['4783', '740', '812', '1252', '357', '1646', '4814', '3263', '767', '297', '1089', '786', '648', '3194', '4945', '4782', '2549', '2848', '1601', '4735', '679', '4894', '3939', '193', '7', '1755', '986', '2820', '4854', '1605']"
315,5006,"[4783, 740, 812, 1252, 357, 1646, 767, 786, 648, 3194]",10,"['4783', '740', '812', '1252', '357', '1646', '4814', '3263', '767', '297', '1089', '786', '648', '3194', '4945', '4782', '2549', '2848', '1601', '4735', '679', '4894', '3939', '193', '7', '1755', '986', '2820', '4854', '1605']"
315,4717,"[4783, 740, 812, 1252, 1646, 4814, 3263, 767, 297, 1089]",10,"['4783', '740', '812', '1252', '357', '1646', '4814', '3263', '767', '297', '1089', '786', '648', '3194', '4945', '4782', '2549', '2848', '1601', '4735', '679', '4894', '3939', '193', '7', '1755', '986', '2820', '4854', '1605']"
316,6270,"[4064, 740, 4206, 439, 4128, 357, 4270, 37, 1485, 3501]",10,"['80', '1430', '4064', '740', '4206', '439', '2874', '4128', '357', '4270', '744', '37', '1485', '3501', '2988', '3409', '127', '586', '3078', '1960', '145', '4677', '4457', '2086', '3352', '4005', '2284', '1014', '200', '62']"
316,840,"[80, 1430, 740, 4206, 439, 2874, 4128, 357, 4270, 744]",10,"['80', '1430', '4064', '740', '4206', '439', '2874', '4128', '357', '4270', '744', '37', '1485', '3501', '2988', '3409', '127', '586', '3078', '1960', '145', '4677', '4457', '2086', '3352', '4005', '2284', '1014', '200', '62']"
316,2499,"[80, 4064, 740, 4206, 439, 4128, 4270, 37, 1485, 3501]",10,"['80', '1430', '4064', '740', '4206', '439', '2874', '4128', '357', '4270', '744', '37', '1485', '3501', '2988', '3409', '127', '586', '3078', '1960', '145', '4677', '4457', '2086', '3352', '4005', '2284', '1014', '200', '62']"
317,5010,"[740, 647, 983, 1602, 1711, 1740, 3102, 4270, 3715, 2599]",10,"['740', '647', '983', '3174', '1602', '1711', '1740', '3102', '4270', '3715', '284', '2599', '3335', '4926', '4642', '719', '58', '397', '3424', '2499', '107', '1437', '1611', '505', '3011', '1888', '42', '50', '2970', '2536']"
317,6906,"[740, 983, 3174, 1602, 1711, 1740, 3102, 4270, 3715, 284]",10,"['740', '647', '983', '3174', '1602', '1711', '1740', '3102', '4270', '3715', '284', '2599', '3335', '4926', '4642', '719', '58', '397', '3424', '2499', '107', '1437', '1611', '505', '3011', '1888', '42', '50', '2970', '2536']"
317,3203,"[740, 647, 983, 3174, 1602, 1740, 3715, 284, 2599, 4926]",10,"['740', '647', '983', '3174', '1602', '1711', '1740', '3102', '4270', '3715', '284', '2599', '3335', '4926', '4642', '719', '58', '397', '3424', '2499', '107', '1437', '1611', '505', '3011', '1888', '42', '50', '2970', '2536']"
318,6270,"[2352, 2444, 3977, 1475, 741, 945, 3145, 3600, 3497, 3557]",10,"['2352', '630', '4880', '2639', '2444', '4642', '3977', '1475', '741', '945', '1087', '3145', '3600', '647', '3497', '3557', '1178', '3189', '4573', '3700', '72', '98', '4118', '804', '453', '4257', '2996', '648', '1552', '2549']"
318,6906,"[2352, 630, 4880, 2639, 2444, 4642, 945, 1087, 3145, 3600]",10,"['2352', '630', '4880', '2639', '2444', '4642', '3977', '1475', '741', '945', '1087', '3145', '3600', '647', '3497', '3557', '1178', '3189', '4573', '3700', '72', '98', '4118', '804', '453', '4257', '2996', '648', '1552', '2549']"
318,5006,"[2352, 630, 4880, 2444, 4642, 3977, 1475, 741, 945, 1087]",10,"['2352', '630', '4880', '2639', '2444', '4642', '3977', '1475', '741', '945', '1087', '3145', '3600', '647', '3497', '3557', '1178', '3189', '4573', '3700', '72', '98', '4118', '804', '453', '4257', '2996', '648', '1552', '2549']"
319,63,"[647, 2949, 4382, 1740, 2639, 98, 276, 4573, 2178, 1517]",10,"['647', '2949', '4382', '1740', '2639', '98', '276', '4573', '2178', '1517', '145', '4098', '112', '56', '72', '4149', '4556', '2987', '1176', '1369', '4400', '4782', '3829', '14', '2536', '4894', '2002', '2543', '1199', '1074']"
319,1168,"[647, 2949, 4382, 1740, 2639, 98, 276, 4573, 2178, 1517]",10,"['647', '2949', '4382', '1740', '2639', '98', '276', '4573', '2178', '1517', '145', '4098', '112', '56', '72', '4149', '4556', '2987', '1176', '1369', '4400', '4782', '3829', '14', '2536', '4894', '2002', '2543', '1199', '1074']"
319,6654,"[647, 2949, 2639, 98, 276, 4573, 2178, 1517, 145, 4098]",10,"['647', '2949', '4382', '1740', '2639', '98', '276', '4573', '2178', '1517', '145', '4098', '112', '56', '72', '4149', '4556', '2987', '1176', '1369', '4400', '4782', '3829', '14', '2536', '4894', '2002', '2543', '1199', '1074']"
320,3203,"[4003, 4683, 4005, 679, 2848, 2349, 648, 4876, 2949, 983]",10,"['484', '4003', '4683', '4349', '4005', '679', '2848', '2349', '69', '648', '4876', '2949', '983', '2274', '4639', '3582', '145', '2422', '1464', '677', '268', '1485', '3459', '2204', '1200', '786', '2782', '4656', '4568', '2217']"
320,2683,"[484, 4003, 4683, 4349, 4005, 679, 2848, 2349, 69, 648]",10,"['484', '4003', '4683', '4349', '4005', '679', '2848', '2349', '69', '648', '4876', '2949', '983', '2274', '4639', '3582', '145', '2422', '1464', '677', '268', '1485', '3459', '2204', '1200', '786', '2782', '4656', '4568', '2217']"
320,800,"[484, 4003, 4683, 4349, 4005, 679, 2848, 2349, 69, 648]",10,"['484', '4003', '4683', '4349', '4005', '679', '2848', '2349', '69', '648', '4876', '2949', '983', '2274', '4639', '3582', '145', '2422', '1464', '677', '268', '1485', '3459', '2204', '1200', '786', '2782', '4656', '4568', '2217']"
321,3184,"[3823, 4783, 740, 812, 4827, 647, 3551, 3813, 1646, 767]",10,"['3823', '4783', '740', '4091', '812', '4827', '647', '3551', '983', '3813', '1646', '767', '648', '4782', '2549', '2848', '1601', '679', '257', '2220', '4894', '4932', '88', '2166', '3732', '2458', '1288', '1734', '2820', '3217']"
321,6335,"[4783, 740, 4091, 4827, 647, 3551, 983, 3813, 1646, 767]",10,"['3823', '4783', '740', '4091', '812', '4827', '647', '3551', '983', '3813', '1646', '767', '648', '4782', '2549', '2848', '1601', '679', '257', '2220', '4894', '4932', '88', '2166', '3732', '2458', '1288', '1734', '2820', '3217']"
321,6276,"[3823, 4783, 740, 4091, 4827, 647, 3551, 983, 3813, 1646]",10,"['3823', '4783', '740', '4091', '812', '4827', '647', '3551', '983', '3813', '1646', '767', '648', '4782', '2549', '2848', '1601', '679', '257', '2220', '4894', '4932', '88', '2166', '3732', '2458', '1288', '1734', '2820', '3217']"
322,2499,"[4573, 507, 3989, 453, 72, 4894, 4913, 828, 2050, 1605]",10,"['4573', '507', '3989', '453', '72', '4894', '990', '4913', '648', '828', '2050', '1605', '4683', '708', '4338', '217', '2296', '1683', '1711', '4113', '1854', '4522', '2499', '3667', '4760', '4194', '3888', '1611', '1460', '2468']"
322,5006,"[4573, 507, 3989, 4894, 990, 4913, 648, 828, 2050, 1605]",10,"['4573', '507', '3989', '453', '72', '4894', '990', '4913', '648', '828', '2050', '1605', '4683', '708', '4338', '217', '2296', '1683', '1711', '4113', '1854', '4522', '2499', '3667', '4760', '4194', '3888', '1611', '1460', '2468']"
322,3203,"[4573, 507, 3989, 453, 72, 4894, 990, 4913, 648, 4683]",10,"['4573', '507', '3989', '453', '72', '4894', '990', '4913', '648', '828', '2050', '1605', '4683', '708', '4338', '217', '2296', '1683', '1711', '4113', '1854', '4522', '2499', '3667', '4760', '4194', '3888', '1611', '1460', '2468']"
323,5010,"[2280, 3261, 1921, 1751, 2105, 2773, 3732, 4918, 1287, 483]",10,"['2280', '3261', '1921', '1751', '2105', '2773', '3732', '4918', '1287', '483', '2356', '3820', '413', '4239', '4683', '2392', '1089', '4961', '1539', '2251', '2377', '4640', '1733', '2342', '2448', '1088', '4936', '1522', '2549', '1535']"
323,5006,"[2280, 3261, 1921, 1751, 2105, 2773, 4918, 1287, 2356, 3820]",10,"['2280', '3261', '1921', '1751', '2105', '2773', '3732', '4918', '1287', '483', '2356', '3820', '413', '4239', '4683', '2392', '1089', '4961', '1539', '2251', '2377', '4640', '1733', '2342', '2448', '1088', '4936', '1522', '2549', '1535']"
323,3203,"[2280, 3261, 1921, 2105, 2773, 3732, 4918, 1287, 2356, 3820]",10,"['2280', '3261', '1921', '1751', '2105', '2773', '3732', '4918', '1287', '483', '2356', '3820', '413', '4239', '4683', '2392', '1089', '4961', '1539', '2251', '2377', '4640', '1733', '2342', '2448', '1088', '4936', '1522', '2549', '1535']"
324,2499,"[4091, 983, 4642, 361, 4396, 2377, 2224, 4143, 10, 2536]",10,"['4091', '983', '4642', '361', '998', '4396', '2377', '2224', '4143', '10', '145', '3571', '2536', '2155', '3001', '4783', '3335', '217', '4545', '882', '1324', '1317', '754', '960', '2179', '1728', '2639', '1143', '116', '2911']"
324,7655,"[4091, 983, 4642, 361, 998, 2377, 2224, 4143, 10, 145]",10,"['4091', '983', '4642', '361', '998', '4396', '2377', '2224', '4143', '10', '145', '3571', '2536', '2155', '3001', '4783', '3335', '217', '4545', '882', '1324', '1317', '754', '960', '2179', '1728', '2639', '1143', '116', '2911']"
324,4717,"[4091, 983, 4642, 361, 4396, 2377, 2224, 4143, 10, 145]",10,"['4091', '983', '4642', '361', '998', '4396', '2377', '2224', '4143', '10', '145', '3571', '2536', '2155', '3001', '4783', '3335', '217', '4545', '882', '1324', '1317', '754', '960', '2179', '1728', '2639', '1143', '116', '2911']"
325,4717,"[647, 3335, 2639, 4477, 361, 1178, 2251, 845, 4839, 1509]",10,"['647', '3335', '2639', '4477', '361', '3459', '990', '1178', '2251', '845', '4839', '4044', '1509', '532', '3685', '1952', '1523', '193', '716', '4270', '3715', '2294', '2179', '2573', '3580', '1475', '465', '99', '2504', '2978']"
325,5319,"[647, 3335, 2639, 4477, 361, 3459, 990, 1178, 845, 4839]",10,"['647', '3335', '2639', '4477', '361', '3459', '990', '1178', '2251', '845', '4839', '4044', '1509', '532', '3685', '1952', '1523', '193', '716', '4270', '3715', '2294', '2179', '2573', '3580', '1475', '465', '99', '2504', '2978']"
