user,hist,target,item list
873,647,"[3594.8, 485.0, 346.5, 55.44, 166.0, 156.42, 52.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
874,648,"[643.3019999999999, 66.0, 78.21, 23.759999999999998, 46.0, 94.0, 12.87]","[112, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
875,2848,"[910.7, 107.91, 106.92, 74.25, 64.35, 211.0, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
876,4893,"[413.02799999999996, 22.0, 50.0, 48.0, 86.13, 14.85, 6.0]","[4091, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
877,866,"[738.5, 66.33, 55.0, 67.0, 68.0, 106.92, 15.84]","[437, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
878,1904,"[316.6, 13.86, 50.0, 42.57, 45.54, 6.93, 10.0]","[866, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
879,4932,"[672.903, 47.519999999999996, 21.78, 29.0, 94.0, 23.759999999999998, 15.0]","[1178, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
880,648,"[1187.802, 93.06, 317.79, 44.0, 60.0, 111.0, 44.0]","[177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
881,3685,"[1367.8000000000002, 114.84, 17.82, 43.0, 127.71, 155.0, 32.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
882,1252,"[278.58599999999996, 15.84, 81.0, 19.8, 26.0, 9.9, 9.9]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
883,647,"[3478.464, 478.17, 380.0, 24.0, 142.0, 152.0, 49.5]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
884,2970,"[519.7, 35.0, 37.0, 2362.14, 35.64, 47.519999999999996, 25.74]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
885,357,"[267.8, 24.0, 47.519999999999996, 16.83, 22.77, 25.74, 6.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
886,2274,"[638.55, 28.71, 155.43, 13.0, 49.0, 44.55, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
887,2274,"[1130.6789999999999, 95.03999999999999, 184.14, 8.91, 82.17, 53.46, 26.73]","[1294, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
888,647,"[3830.904, 489.06, 339.57, 64.35, 171.0, 178.0, 70.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
889,98,"[500.84099999999995, 39.6, 78.21, 25.0, 62.0, 61.0, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
890,4091,"[482.0, 19.8, 35.64, 64.35, 92.07, 13.86, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
891,361,"[664.785, 76.0, 23.759999999999998, 35.0, 62.37, 114.84, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
892,647,"[3708.243, 513.0, 323.0, 44.0, 171.27, 218.0, 48.51]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
893,647,"[3780.7, 516.0, 316.8, 41.0, 206.91, 216.0, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
894,4091,"[774.873, 38.0, 316.8, 179.19, 94.05, 17.82, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
895,105,"[500.8, 18.0, 31.68, 45.54, 47.519999999999996, 22.77, 25.0]","[2447, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
898,1711,"[338.28299999999996, 27.72, 80.19, 30.69, 39.6, 28.71, 7.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
899,125,"[2687.751, 227.7, 1102.0, 63.36, 106.92, 239.0, 104.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
900,2848,"[668.25, 75.0, 27.72, 70.0, 57.42, 145.0, 11.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
901,4783,"[385.70000000000005, 15.0, 45.54, 42.57, 21.0, 24.0, 21.78]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
902,484,"[610.8, 56.0, 39.6, 16.0, 87.12, 47.519999999999996, 9.9]","[484, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
903,4091,"[539.2, 29.7, 38.61, 57.42, 135.63, 23.759999999999998, 4.95]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
904,2949,"[730.125, 70.29, 130.68, 29.0, 30.69, 83.16, 22.0]","[4814, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
905,3409,"[1170.3, 30.69, 82.17, 6.93, 65.0, 23.759999999999998, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
906,4836,"[351.351, 24.0, 172.26, 31.0, 10.0, 43.0, 16.0]","[3431, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
907,1,"[493.41600000000005, 45.54, 41.0, 20.0, 38.0, 58.41, 12.0]","[1477, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
908,648,"[725.3, 62.37, 107.91, 21.0, 54.45, 78.0, 21.0]","[30, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
909,740,"[516.285, 14.85, 245.52, 17.82, 13.86, 17.82, 33.66]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
910,4493,"[2596.8, 385.0, 8.0, 25.0, 62.0, 170.0, 17.82]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
911,2549,"[680.13, 30.69, 296.01, 162.35999999999999, 27.72, 26.0, 36.63]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
912,3335,"[924.165, 100.98, 8.91, 37.0, 59.4, 199.98, 18.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
913,647,"[4134.735, 550.4399999999999, 324.0, 55.44, 194.0, 298.98, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
914,648,"[828.7, 74.0, 21.78, 31.0, 91.0, 100.0, 16.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
915,4005,"[622.7, 39.0, 49.0, 44.55, 37.0, 63.36, 28.71]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
916,484,"[379.863, 27.72, 57.42, 14.0, 48.0, 23.759999999999998, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
918,484,"[711.9, 68.0, 31.68, 28.0, 94.05, 81.17999999999999, 9.9]","[3251, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
919,2155,"[1042.272, 93.0, 24.75, 87.0, 112.86, 172.0, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
920,2511,"[599.4, 64.35, 25.0, 53.46, 36.0, 121.77, 11.879999999999999]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
921,4918,"[581.1, 60.0, 30.69, 58.0, 76.0, 78.21, 3.96]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
922,112,"[287.298, 31.0, 75.0, 6.0, 4.0, 42.57, 8.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
923,125,"[2463.021, 157.0, 1081.08, 56.0, 84.0, 93.06, 124.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
924,3510,"[2496.78, 171.0, 1100.0, 41.0, 89.1, 100.98, 119.0]","[125, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
925,1646,"[633.996, 40.589999999999996, 191.07, 24.0, 54.45, 78.21, 23.759999999999998]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
926,297,"[824.5, 51.48, 40.0, 68.31, 56.0, 45.54, 35.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
927,4926,"[522.2, 47.519999999999996, 7.92, 16.83, 29.0, 29.0, 13.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
928,284,"[657.5, 73.0, 21.0, 41.0, 49.0, 99.0, 9.9]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
929,648,"[700.6, 61.38, 17.0, 33.66, 81.0, 72.0, 12.0]","[960, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
930,648,"[1539.8, 204.0, 15.0, 23.759999999999998, 107.0, 288.0, 8.0]","[4128, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
931,1252,"[354.0, 29.0, 74.0, 50.0, 41.0, 51.48, 7.92]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
932,2694,"[734.0999999999999, 70.0, 24.75, 22.0, 101.97, 99.0, 9.0]","[484, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177]"
933,2949,"[364.02299999999997, 29.7, 140.0, 8.0, 7.0, 42.57, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
934,648,"[603.3, 55.44, 19.0, 18.81, 50.49, 59.4, 13.86]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
935,2970,"[711.81, 40.0, 34.0, 2413.0, 68.0, 54.45, 35.64]","[986, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
936,4177,"[347.7, 15.84, 85.0, 30.69, 22.0, 25.0, 19.8]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
937,740,"[803.88, 41.58, 233.64, 23.759999999999998, 71.0, 26.0, 35.64]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4177, 3300]"
938,2663,"[921.5910000000001, 70.29, 375.21, 26.73, 34.65, 142.0, 37.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
939,12,"[371.29999999999995, 7.92, 69.0, 17.82, 43.0, 6.0, 18.0]","[3594, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
940,4005,"[971.7, 26.0, 190.0, 23.0, 29.0, 43.0, 36.0]","[260, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
941,4738,"[705.6719999999999, 41.58, 19.8, 56.43, 41.0, 63.0, 31.0]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
942,647,"[3748.5, 480.15, 332.0, 65.0, 193.0, 152.0, 58.41]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
943,4814,"[696.8, 60.0, 114.84, 31.0, 29.0, 67.32, 25.0]","[1209, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
944,1984,"[986.436, 57.0, 249.0, 72.27, 40.589999999999996, 97.02, 47.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
945,4642,"[1028.214, 110.0, 48.51, 37.62, 64.35, 166.32, 22.77]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
946,740,"[685.674, 23.759999999999998, 257.0, 42.0, 24.75, 30.0, 43.56]","[4177, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
948,3164,"[341.8, 27.72, 26.0, 19.8, 12.0, 54.0, 11.879999999999999]","[3164, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
949,986,"[678.9419999999999, 59.0, 6.0, 51.0, 68.0, 113.85, 15.0]","[3459, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
950,3300,"[1135.2, 77.0, 70.29, 86.13, 153.45, 120.0, 27.72]","[1740, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
951,193,"[1132.164, 131.0, 26.0, 57.42, 105.92999999999999, 101.97, 12.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
952,3174,"[973.1999999999999, 126.0, 9.9, 18.81, 52.47, 167.31, 8.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
953,4005,"[596.6, 41.58, 65.34, 27.0, 31.0, 72.27, 23.759999999999998]","[2779, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
954,2377,"[573.903, 41.58, 24.75, 28.0, 60.0, 62.0, 16.0]","[1667, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
955,647,"[3787.1, 490.05, 346.0, 26.73, 174.24, 154.44, 62.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
956,3685,"[1362.438, 93.06, 75.24, 43.0, 113.0, 158.4, 49.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
958,1984,"[1071.873, 85.14, 75.0, 106.0, 67.32, 126.0, 34.0]","[4412, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
960,786,"[505.3, 0.0, 411.84, 27.0, 9.9, 0.0, 39.6]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
962,2222,"[924.165, 78.0, 172.0, 33.0, 87.12, 123.75, 24.0]","[4918, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
963,1357,"[982.575, 132.0, 103.0, 7.0, 30.0, 183.0, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
964,1653,"[1264.428, 142.56, 0.0, 63.36, 198.0, 122.0, 0.0]","[1653, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
967,3083,"[219.285, 12.0, 29.0, 23.759999999999998, 18.0, 23.0, 8.91]","[4333, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
968,4814,"[1403.226, 102.96, 86.0, 90.0, 106.0, 90.09, 48.0]","[4945, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
969,4097,"[1022.1999999999999, 95.03999999999999, 22.77, 19.8, 146.52, 72.27, 12.87]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
970,4894,"[361.05300000000005, 23.759999999999998, 137.0, 6.93, 18.81, 48.0, 14.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
971,648,"[830.214, 89.1, 7.92, 35.64, 83.16, 108.9, 9.9]","[648, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
972,866,"[609.6419999999999, 41.0, 61.0, 52.0, 83.0, 49.5, 16.0]","[145, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
973,2549,"[715.4, 40.589999999999996, 393.0, 139.59, 17.0, 44.0, 38.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
974,1357,"[876.7, 66.33, 118.0, 21.0, 100.98, 67.32, 21.78]","[2872, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
975,125,"[2423.9, 177.0, 1166.22, 37.62, 71.28, 131.67, 109.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
977,4814,"[629.0, 61.38, 80.0, 25.0, 31.0, 59.0, 18.0]","[811, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
978,4091,"[782.7, 38.0, 316.8, 181.0, 94.05, 18.0, 31.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
979,740,"[1237.5, 132.0, 224.73, 20.0, 30.69, 173.0, 32.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
980,740,"[672.4, 18.0, 322.74, 23.0, 25.0, 22.0, 42.57]","[1357, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
981,647,"[3525.4, 496.0, 319.77, 27.72, 144.0, 178.2, 44.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
982,2949,"[409.46399999999994, 33.66, 122.76, 12.0, 10.89, 51.0, 14.85]","[45, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
983,2274,"[442.629, 16.83, 210.0, 3.96, 3.96, 27.0, 20.79]","[1684, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
984,647,"[3726.855, 502.92, 383.13, 30.0, 145.53, 207.9, 58.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
986,708,"[498.069, 28.0, 38.61, 51.48, 91.08, 19.8, 10.89]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
987,112,"[463.3, 44.55, 81.17999999999999, 43.0, 36.0, 77.22, 9.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
988,193,"[1411.6, 123.75, 263.34, 76.23, 147.51, 101.97, 30.0]","[4283, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
989,4738,"[540.1439999999999, 3.0, 116.82, 23.759999999999998, 18.81, 1.0, 32.67]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
990,784,"[943.6, 57.0, 45.54, 88.11, 115.0, 71.0, 30.69]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
991,2639,"[476.09099999999995, 24.75, 28.71, 37.62, 31.68, 12.0, 20.79]","[3510, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
992,2392,"[758.2410000000001, 51.48, 64.0, 32.0, 103.0, 71.28, 21.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
993,3335,"[537.4, 62.0, 16.0, 38.0, 26.73, 110.0, 8.91]","[416, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
994,983,"[3166.317, 256.41, 870.0, 82.17, 95.0, 133.65, 130.68]","[391, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
995,708,"[345.8, 15.84, 33.66, 12.0, 15.84, 12.0, 18.0]","[708, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
996,1252,"[420.7, 8.91, 201.96, 18.81, 22.77, 7.0, 19.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
997,4642,"[1255.8, 107.91, 30.0, 106.0, 120.0, 173.25, 32.0]","[1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091, 4177]"
998,4005,"[782.1, 43.56, 183.15, 32.67, 35.0, 78.21, 38.0]","[2638, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
999,2377,"[960.993, 94.05, 13.0, 43.0, 90.09, 179.0, 19.0]","[4642, 1118, 0, 4446, 1, 3823, 4783, 740, 1906, 4091]"
